Month,Year,Price,Rainfall,StdevPrice,ActualRainfall,NormalRainfall,StdevRainfall
1,2017,5000,8.4,0,0,8.4,-100
2,2017,5000,7.4,0,0,7.4,-100
3,2017,4903,3.7,301,7,10.7,-34.6
4,2017,5000,13.5,0,1,14.5,-93.1
5,2017,4677,33.5,475,24.5,58,-57.8
6,2017,5000,-69.9,0,167.7,97.8,71.5
7,2017,4774,4.4,425,206.2,210.6,-2.1
8,2017,5000,33.6,0,179.2,212.8,-15.8
9,2017,5000,66.1,0,97.8,163.9,-40.3
10,2017,4129,59.2,341,103.5,162.7,-36.4
11,2017,4200,64.2,407,6.5,70.7,-90.8
12,2017,5000,15.9,0,0.1,16,-99.4
1,2018,5000,8.4,0,0,8.4,-100
2,2018,5000,7.4,0,0,7.4,-100
3,2018,5000,6.5,0,4.2,10.7,-60.7
4,2018,5000,11.3,0,3.2,14.5,-77.9
5,2018,4929,22.4,228,35.6,58,-38.6
6,2018,5000,-45.5,0,143.3,97.8,46.5
7,2018,4065,32.8,250,177.8,210.6,-15.6
8,2018,4000,-59.6,0,272.4,212.8,28
9,2018,4000,114.1,0,49.8,163.9,-69.6
10,2018,4510,136.4,428,26.3,162.7,-83.8
11,2018,4433,51.7,4433,19,70.7,-73.1
12,2018,4581,-67.6,187,83.6,16,422.5
1,2019,5000,-9.4,0,17.8,8.4,111.9
2,2019,4714,2.2,252,5.2,7.4,-29.7
3,2019,4500,5.5,0,5.2,10.7,-51.4
4,2019,4767,9.6,254,4.9,14.5,-66.2
5,2019,5000,42.2,0,15.8,58,-72.8
6,2019,5000,51.1,0,46.7,97.8,-52.2
7,2019,5000,27,0,183.6,210.6,-12.8
8,2019,5000,37.7,0,175.1,212.8,-17.7
9,2019,4533,-25.4,507,189.3,163.9,15.5
10,2019,4000,-9.5,0,172.2,162.7,5.8
11,2019,4633,67,490,3.7,70.7,-94.8
12,2019,5000,13.5,0,2.5,16,-84.4
1,2020,4710,-2.3,461,10.7,8.4,27.4
2,2020,4259,-3.1,254,10.5,7.4,41.9
3,2020,4000,4,0,6.7,10.7,-37.4
4,2020,4000,-11.8,0,26.3,14.5,81.4
5,2020,4000,53.6,0,4.4,58,-92.4
6,2020,4000,-36.6,0,134.4,97.8,37.4
7,2020,4000,-95.4,0,306,210.6,45.3
8,2020,4000,40.9,0,171.9,212.8,-19.2
9,2020,4000,-55.6,0,219.5,163.9,33.9
10,2020,4000,-80.5,0,243.2,162.7,49.5
11,2020,4000,-41.2,0,111.9,70.7,58.3
12,2020,4000,15.4,1008,0.6,16,-96.3
1,2021,4000,8.4,0,0,8.4,-100
2,2021,3554,3.1,157,4.3,7.4,-41.9
3,2021,4371,10.7,341,0,10.7,49.5
4,2021,4500,-156.6,0,171.1,14.5,58.3
5,2021,4500,-1.1,0,59.1,58,-96.3
6,2021,4500,-2.2,0,100,97.8,2.2
7,2021,4500,-58.7,0,269.3,210.6,27.9
8,2021,4500,33.2,0,179.6,212.8,-15.6
9,2021,4500,-54.1,0,218,163.9,33
10,2021,4500,78.4,0,84.3,162.7,-48.2
11,2021,4500,-58.4,0,129.1,70.7,82.6
12,2021,4500,15.6,0,0.4,16,-97.5
1,2022,4500,-22.5,0,30.9,8.4,267.7
2,2022,4500,7.35,0,0.05,7.4,-99.3
3,2022,4500,9.3,0,1.4,10.7,-86.9
4,2022,4750,14.4,254,0.1,14.5,-99.32
5,2022,5000,23.4,0,34.6,58,-40.3
6,2022,5000,20.9,0,76.9,97.8,-21.4
7,2022,5000,-79.6,0,290.2,210.6,37.8
8,2022,5000,64.9,0,147.9,212.8,-30.5
9,2022,5000,7.3,0,156.6,163.9,-4.5
10,2022,5000,-49.1,0,211.8,162.7,30.2
11,2022,4368,53.3,200,17.4,70.7,-75.4
12,2022,5000,-15.6,0,31.6,16,97.5
1,2023,5000,6.3,0,2.1,8.4,267.7
2,2023,5093,7.3,0,0.1,7.4,-99.3
3,2023,5919,-64.7,0,75.4,10.7,-86.9
4,2023,6000,-35.4,254,49.9,14.5,-99.32
5,2023,6000,-60.9,0,118.9,58,-40.3
6,2023,6000,4.6,0,93.2,97.8,-21.4
7,2023,6000,-157.53,0,368.13,210.6,37.8
1,2024,5000,-22.5,0,30.9,8.4,267.7
2,2024,4500,7.35,0,0.05,7.4,-99.3
3,2024,4500,9.3,0,1.4,10.7,-86.9
4,2024,4750,14.4,0,0.1,14.5,-99.32
5,2024,5000,23.4,0,34.6,58,-40.3
6,2024,5000,20.9,0,76.9,97.8,-21.4
7,2024,5000,-79.6,0,290.2,210.6,37.8
8,2024,5000,64.9,0,147.9,212.8,-30.5
9,2024,5000,7.3,0,156.6,163.9,-4.5
10,2024,5000,-49.1,0,211.8,162.7,30.2
11,2024,4368,53.3,0,17.4,70.7,-75.4
12,2024,5000,-15.6,0,31.6,16,97.5
